b'basic information',b'description'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/10/2017 15:00  (Entered as : 2/10/17 15:00)<BR>Reported: 2/10/2017 1:26:49 PM 13:26<BR>Posted: 2/10/2017<BR>Location: Eagan, MN<BR>Shape: Unknown<BR>Duration:5 minutes</FONT></TD>'","b'COLOR=#000000>Bright light against sun, magnificent brightness and maneuverability through clouds, dim to dark and bright, two objects total.<BR><BR>On hwy 13 westbound heading towards 77, I saw a bright light in the sky far away and high up in the west sky.  It remained much brighter than an airplane and was against the sunlight.  The light became very intense for about 1.5 seconds and went back to just bright.  <BR><BR>I thought perhaps it was a meteorite entering the atmosphere but then the object seemed to maneuver around through the clouds (far distance away).  The object stopped being bright for several seconds and looked simply dark.  <BR><BR>There was another object near the first objects location, both moving around very quickly and far away from my location (possibly several miles), both identical in appearance but not in sync.  <BR><BR>When the first object reached maximum brightness, my heart dropped, this looked like nothing ever seen before and its movements felt playful in nature, as it maneuvered through the clouds.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/10/2017 10:15  (Entered as : 2/10/17 10:15)<BR>Reported: 2/10/2017 7:28:42 PM 19:28<BR>Posted: 2/17/2017<BR>Location: Howell, MI<BR>Shape: Fireball<BR>Duration:15 minutes</FONT></TD>'","b'COLOR=#000000>Their was a lantern/ship flying fast.<BR><BR>What we saw was weird we saw some sort of lantern thing that was moving side ways, but it was going super fast.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/9/2017 22:15  (Entered as : 02/09/17 22:15)<BR>Reported: 2/9/2017 7:36:22 PM 19:36<BR>Posted: 2/10/2017<BR>Location: Norton, VA<BR>Shape: Unknown<BR>Duration:60 seconds</FONT></TD>'","b'COLOR=#000000>Three strong, pulsing lights hovering in sky North of Orton, in the direction of the operational coal tipple one red light in center, in between two white lights.  Craft was completely stationary.  I stood, watching for 45 - 60 seconds.  I stepped inside for 10 seconds to grab cell phone to record, but craft had vanished.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/9/2017 20:00  (Entered as : 2/9/2017 20:00)<BR>Reported: 2/9/2017 5:29:17 PM 17:29<BR>Posted: 2/10/2017<BR>Location: Johnson City, TN<BR>Shape: Circle<BR>Duration:1 hour</FONT></TD>'","b'COLOR=#000000>Round craft seen over Johnson City, TN.  Multiple witnesses.  Had the effects of egg embryo in close look through high power night scope.<BR><BR>Object was seen over Johnson City, TN.  Circle in shape.  Very bright multiple lights.  Craft had two doors.  One in the northwestern section of ship and second in SE section of ship. <BR><BR>Also, had a object located in the middle spinning.  Almost the way and egg embryo in a woman would look before fertilization.  <BR><BR>And there was multiple aircraft sightings going by it.  The object was observed through a high powered night scope.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/9/2017 18:00  (Entered as : 02/09/17 18:00)<BR>Reported: 2/13/2017 7:35:50 PM 19:35<BR>Posted: 2/17/2017<BR>Location: Bridgeton, MO<BR>Shape: Formation<BR>Duration:5 minutes</FONT></TD>'",b'COLOR=#000000>Glowing  bright bronze colored orbs were all in a line near expressway (I-70) in the departure end of the runway near the airport in St. Louis.  Appeared to be moving very slowly in formation.  <BR><BR>No idea what (they were)<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/9/2017 10:40  (Entered as : 02/09/17 10:40)<BR>Reported: 2/9/2017 7:59:22 PM 19:59<BR>Posted: 2/10/2017<BR>Location: Red Bank, NJ<BR>Shape: Flash<BR>Duration:2 min mabe longer</FONT></TD>'","b'COLOR=#000000>Ok i wake up and noticed one plane with flashing lights making away from me, so I watched it keep stopping and going to ot disappeared past the trees, so im like once i again i see this shit with out witnesses so i lay down mabe 1 min get up i see it again coming back but this time theres two identical to each other its almost like they were surveying the area mind you its feb 9 out first snow fall and its freezjng out with high winds on and off and this isnt the first time iv seen this.<BR><BR><BR>((NUFORC Note:  We suspect that this report may not be intended as a serious-minded account of a genuine sighting.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/9/2017 05:15  (Entered as : 02/09/17 05:15)<BR>Reported: 2/9/2017 5:34:40 PM 17:34<BR>Posted: 2/10/2017<BR>Location: Valdosta, GA<BR>Shape: Circle<BR>Duration:0:0:20</FONT></TD>'","b""COLOR=#000000>My friend and I saw the same orbs of lights from opposite ends of a entire city.<BR><BR>At about 7:15-7:20 a friend and I saw what appeared to be an orange/golden orb.  When that orb disappeared, three more appeared and formed what could be best described as a &quot;diagonal&quot; shape.  All within a span of 15-20 seconds, before all lights disappeared at the same time.  <BR><BR>NOTE:  My friend and I live on opposite ends of the city and live about 10-15 minutes of each other.  I called Moody Air Force base and they told me that it was a plane (we all know that\\'s not true).  I couldn\\'t hear anything coming out of the objects at the time.</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/9/2017 03:20  (Entered as : 2/9/17 3:20)<BR>Reported: 2/11/2017 5:47:08 PM 17:47<BR>Posted: 2/17/2017<BR>Location: Fredericksburg, VA<BR>Shape: Disk<BR>Duration:4.5 minutes</FONT></TD>'","b""COLOR=#000000>Saucer like object with strobbing lights and lighted figures seen roaming within Fredericksburg Forest trail<BR><BR>On 2/09/2017 I was awakened by a loud sound at approx. 3:15 in the morning.  The sound appeared hollow and metalic in nature.  It sounded as if air was being blown  through a large hollow metal tube.<BR><BR>I ran to look out my window in the direction of the sound.  My window faces the forest.  I was shocked to see an illuminated rectangular shaped object, the top area of this standing rectangular object was arched (almost like a boxed shape of a man); It moved amongst the trees and from time to time the light would go out.  I watched in amazement for what seemed like 3 minutes.  There was also another object about 20\\' away from this object.  It was Saucer-shaped and had 3 strobing lights around it.  It appeared to Hoover about 15\\' from the ground.  I wanted to capture the images of what I was seeing so I ran and got my cell phone and began recording what I saw.  I recorded the 2 objects and the sound that I heard that woke me up.  My footage is 1 minute 23 seconds long.  I stopped recording when the saucer like object flew off in the distance.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/9/2017 00:00  (Entered as : 2/9/17 0:00)<BR>Reported: 2/9/2017 10:57:49 PM 22:57<BR>Posted: 2/10/2017<BR>Location: Columbia, CT<BR>Shape: Fireball<BR>Duration:2 hours</FONT></TD>'",b'COLOR=#000000>I was awake watching television and there were flashing red and blue lights in the sky they remained for a hour till a red orb about 15 feet in diameter appeared in the forest.  Nothing has changed yet.</FONT></TD>'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/9/2017 <BR>Reported: 2/9/2017 1:34:46 AM 01:34<BR>Posted: 2/10/2017<BR>Location: Youngstown, OH<BR>Shape: Fireball<BR>Duration:Ongoing</FONT></TD>'",b'COLOR=#000000>There is something in the sky that looks like an astroid it is flickering with lights and is making sounds.<BR><BR><BR>((NUFORC Note:  Sighting of Venus in the western sky??  PD))</FONT></TD>'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/8/2017 22:30  (Entered as : 2/08/2017 22:30)<BR>Reported: 2/14/2017 8:55:11 AM 08:55<BR>Posted: 2/17/2017<BR>Location: Tucson, AZ<BR>Shape: Unknown<BR>Duration:10 minutes</FONT></TD>'","b""COLOR=#000000>Bright red light traveled across sky in Tucson, Arizona.  No sound, then flickers out to the west of city.<BR><BR>I was in my back yard on the 8th of Feb. 2017.  I do amature astronomy and am outside many nights. I saw what I thought was an airplane at first coming from the south east.  As it came closer I noticed it had no blinking lights. It was just one very bright red light.  It was so different than anything I have ever seen that I called for my wife to come out to see what she thought.  She was also puzzled as to what it could be.  <BR><BR>It proceeded to fly overhead just south of our location and toward the west.  While it was in the western sky at about 40 degrees over the horizon the light sputtered off and on about 4 times, in about an 8 to 10 seconds period then went completely out.  There was no sound coming from the light and the sly was clear, no clouds and an almost full moon.  <BR><BR>I would very much like to know what could cause such a light.  I have ruled out stars, airplanes, helicopters, satellites, space station and satellite flares.  Even ruled out a rocket since I don\\'t! believe rocket launches go over Tucson.  <BR><BR>It traveled several miles across the sky so it was not a civilian drone.  Could it have been a military drone?  I have no idea what it was.</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/8/2017 21:30  (Entered as : 02/08/17 21:30)<BR>Reported: 2/8/2017 8:14:12 PM 20:14<BR>Posted: 2/10/2017<BR>Location: Kirkland, IL<BR>Shape: Light<BR>Duration:10 seconds</FONT></TD>'","b'COLOR=#000000>Reddish orange light that got brighter and dimmed out, twice, the second time getting brighter and dimming out even quicker.<BR><BR>I was driving from Kirkland to Belvidere, facing east when I saw an orange/red light glowing brighter and brighter for about 3 seconds, then dimmed out over the course of half a second. Then it happened immediately after, getting even brighter the second time, and fading out even quicker.  I changed direction and headed north for two or three miles, and I saw  two cars pulled over together, and another car pulled over about half a mile away from the other two.  I pulled over a half mile later, got out of my car and saw what appeared to be a shooting star, but it was closer than usual, with white and greenish colors.  It was heading north as well, and was in my line of sight for a second before disappearing towards Wisconsin.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/8/2017 21:30  (Entered as : 02/08/2017 21:30)<BR>Reported: 2/8/2017 9:20:04 PM 21:20<BR>Posted: 2/10/2017<BR>Location: Avondale, AZ<BR>Shape: Light<BR>Duration:5-10 minutes</FONT></TD>'","b'COLOR=#000000>Large orange/reddish light high in the sky, moves horizontal and fades away.<BR><BR>Between 21:30-21:45 tonight I witnessed one large orange light moving in a straight horizontal line.  It was in the Northeast sky high up next to Ursa Major at that time in the evening sky.  It slowly moved in a southwesterly direction.  <BR><BR>At first I assumed it was an airplane or helicopter of some kind, but as it continued towards my direction I could hear absolutely no sound coming from it.  The light was changing from an orange to reddish orange color and the light had star like shaped beams, similar to what commercial airplane lights look like when making their decent, or a headlight.  It was incredibly bright, and larger than any other stars in the sky.  <BR><BR>I watched it for close to 5 minutes before I asked a family member to come outside and see it. We stood together watching it for another 2-3 minutes when it stopped moving and stayed stationary, bobbing around a little before fading into nothing.  I could see no other signs of aircraft other than the one light.  There were no other lights or air craft in the area at the time.  I stayed outside looking for it for another 5-10 minutes and it did not return.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/8/2017 20:45  (Entered as : 02/08/17 8:45)<BR>Reported: 2/9/2017 3:35:07 AM 03:35<BR>Posted: 2/10/2017<BR>Location: Naples, FL<BR>Shape: Light<BR>Duration:1 hour</FONT></TD>'","b'COLOR=#000000>Solid round off white light, first confused with the North Star but was too big. Light was stationery but then when it was behind trees noticed it moving in straight line to the left. Followed the object out to the beach for a better view where it seemed to go straight out into the gulf where the color was a pinkish red until it was out of view.<BR><BR><BR>((NUFORC Note:  We suspect a sighting of Venus.  PD))<BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/8/2017 20:40  (Entered as : 02-08-17 20:40)<BR>Reported: 2/9/2017 4:27:45 AM 04:27<BR>Posted: 2/10/2017<BR>Location: North Myrtle Beach, SC<BR>Shape: Light<BR>Duration:10 minutes</FONT></TD>'","b'COLOR=#000000>Large bright light stationary in the sky, watched for a good 8-10 min then had to run to the store real quick before 9pm.  When I got back home 20 min later there was no sign of it in the sky.  The light was 4-5 times brighter then the North Star and seemed to pulsate super bright to bright repeatedly.</FONT></TD>'"
